Celltype,Condition,Clusters,PatientID,nFeature,nCount,Rowinds
APOE+ FIB,LS,1,Patient2,2154,3149.2181307585665,823
APOE+ FIB,LS,1,Patient2,2354,3155.0121496187594,824
APOE+ FIB,LS,1,Patient2,1870,2858.4682850502045,825
APOE+ FIB,LS,1,Patient2,1910,2974.030963457397,830
APOE+ FIB,LS,1,Patient2,1750,2942.303796018727,831
APOE+ FIB,LS,1,Patient2,2154,3014.2630150216023,834
APOE+ FIB,LS,1,Patient2,2021,2900.467314079594,836
APOE+ FIB,LS,1,Patient2,2054,3092.3493019601833,837
APOE+ FIB,LS,1,Patient2,1953,2950.489690954759,838
APOE+ FIB,LS,1,Patient2,1725,2632.374674141081,839
APOE+ FIB,LS,1,Patient2,1924,2841.634782150114,840
APOE+ FIB,LS,1,Patient2,1596,2610.327778572939,843
APOE+ FIB,LS,1,Patient2,1778,2856.5461147746723,845
APOE+ FIB,LS,1,Patient2,1757,2735.3493868587766,846
APOE+ FIB,LS,1,Patient2,1828,2942.04757080975,849
APOE+ FIB,LS,1,Patient2,1932,2932.936742521752,850
APOE+ FIB,LS,1,Patient2,1746,2725.8240109474145,851
APOE+ FIB,LS,1,Patient2,2078,3108.6444803203317,852
APOE+ FIB,LS,1,Patient2,1775,2856.330712824633,853
APOE+ FIB,LS,1,Patient2,1671,2844.2049002906883,854
APOE+ FIB,LS,1,Patient2,1432,2610.1051278603086,855
APOE+ FIB,LS,1,Patient2,1471,2669.1131788213634,856
APOE+ FIB,LS,1,Patient2,1526,2624.800854543651,857
APOE+ FIB,LS,1,Patient2,1577,2788.6107617109255,858
APOE+ FIB,LS,1,Patient2,1623,2670.108198765976,859
APOE+ FIB,LS,1,Patient2,1558,2611.022981160072,860
APOE+ FIB,LS,1,Patient2,1738,2758.035400261759,861
APOE+ FIB,LS,1,Patient2,1408,2580.200443459269,862
APOE+ FIB,LS,1,Patient2,1399,2516.4714391461507,863
APOE+ FIB,LS,1,Patient2,1671,2825.104183299372,865
APOE+ FIB,LS,2,Patient2,1987,2987.6383230192414,866
APOE+ FIB,LS,1,Patient2,1664,2752.4035927277573,868
APOE+ FIB,LS,1,Patient2,1465,2566.7696305435147,869
APOE+ FIB,LS,1,Patient2,1692,2841.937668588276,870
APOE+ FIB,LS,1,Patient2,1555,2775.7980436341586,872
APOE+ FIB,LS,1,Patient2,1545,2648.2648754331276,873
APOE+ FIB,LS,1,Patient2,1417,2579.832642855812,874
APOE+ FIB,LS,1,Patient2,1373,2587.0855468224095,875
APOE+ FIB,LS,1,Patient2,1235,2447.2006361067365,879
APOE+ FIB,LS,1,Patient2,1506,2624.8299231596807,880
APOE+ FIB,LS,1,Patient2,1454,2586.940741388509,881
APOE+ FIB,LS,1,Patient2,1546,2599.9247853713537,882
APOE+ FIB,LS,1,Patient2,1501,2593.67636813661,883
APOE+ FIB,LS,1,Patient2,1462,2598.9370044078137,884
APOE+ FIB,LS,1,Patient2,1708,2839.5606160577086,885
APOE+ FIB,LS,1,Patient2,1409,2574.3048334778236,886
APOE+ FIB,LS,1,Patient2,1564,2663.7563804668257,888
APOE+ FIB,LS,1,Patient2,1473,2601.3840662497846,889
APOE+ FIB,LS,1,Patient2,1380,2602.494248261585,890
APOE+ FIB,LS,1,Patient2,1461,2546.2095175457607,891
APOE+ FIB,LS,1,Patient2,1545,2651.312089032549,892
APOE+ FIB,LS,1,Patient2,1393,2568.034446633987,893
APOE+ FIB,LS,1,Patient2,1120,2241.47895363936,895
APOE+ FIB,LS,1,Patient2,1207,2444.03423469772,896
APOE+ FIB,LS,1,Patient2,538,1563.0539562047254,897
APOE+ FIB,LS,1,Patient2,1166,2311.7838810089274,898
APOE+ FIB,LS,1,Patient2,1305,2446.3309984899674,899
APOE+ FIB,LS,1,Patient2,1323,2499.4106633597576,900
APOE+ FIB,LS,1,Patient2,1197,2279.429259550504,901
APOE+ FIB,LS,1,Patient2,1020,2200.347887489672,902
APOE+ FIB,LS,1,Patient2,1390,2600.5571079608467,903
APOE+ FIB,LS,1,Patient2,1103,2367.31051742789,904
APOE+ FIB,LS,1,Patient2,887,2100.092896764101,905
APOE+ FIB,LS,1,Patient2,1436,2712.044016084497,906
APOE+ FIB,LS,1,Patient2,595,1631.6028960404026,907
APOE+ FIB,LS,1,Patient2,1145,2346.6203907529903,909
APOE+ FIB,LS,1,Patient2,1067,2201.7127587207874,911
APOE+ FIB,LS,1,Patient2,1147,2331.36038252899,912
APOE+ FIB,LS,1,Patient2,806,1919.5609806825953,913
APOE+ FIB,LS,1,Patient2,1272,2433.2363138798773,914
APOE+ FIB,LS,1,Patient2,1092,2234.2776550869958,915
APOE+ FIB,LS,1,Patient2,1116,2263.3104911813643,916
APOE+ FIB,LS,1,Patient2,1041,2274.4661770230155,917
APOE+ FIB,LS,1,Patient2,1113,2377.592454220047,918
APOE+ FIB,LS,1,Patient2,1106,2274.0856497937807,919
APOE+ FIB,LS,1,Patient2,1138,2262.4142229369727,920
APOE+ FIB,LS,1,Patient2,877,2028.337776051971,921
APOE+ FIB,LS,1,Patient2,1138,2301.394073126505,922
APOE+ FIB,LS,1,Patient2,791,1922.8377242629424,923
APOE+ FIB,LS,1,Patient2,1250,2353.655095440645,924
APOE+ FIB,LS,1,Patient2,1049,2135.9035926011907,925
APOE+ FIB,LS,1,Patient2,1041,2228.9704615928626,926
APOE+ FIB,LS,1,Patient2,873,2047.6055776494873,927
APOE+ FIB,LS,1,Patient2,1010,2164.5899815085045,928
APOE+ FIB,LS,1,Patient2,925,2111.9103139421572,929
APOE+ FIB,LS,1,Patient2,1088,2258.259663065169,930
APOE+ FIB,LS,1,Patient2,836,2016.111676839095,931
APOE+ FIB,LS,1,Patient2,1026,2184.4834828624303,932
APOE+ FIB,LS,1,Patient2,1244,2438.00839628319,933
APOE+ FIB,LS,1,Patient2,947,2148.208731085261,934
APOE+ FIB,LS,1,Patient2,896,2067.244126027772,935
APOE+ FIB,LS,1,Patient2,983,2154.9412440404512,936
APOE+ FIB,LS,1,Patient2,1132,2379.1036607219526,937
APOE+ FIB,LS,1,Patient2,923,2121.9213719302466,938
APOE+ FIB,LS,1,Patient2,896,2080.3969244470886,939
APOE+ FIB,LS,1,Patient2,1088,2252.1155648684285,940
APOE+ FIB,LS,1,Patient2,809,1910.9661128005662,941
APOE+ FIB,LS,1,Patient2,801,1877.27364976076,942
APOE+ FIB,LS,1,Patient2,1031,2214.158924153919,943
APOE+ FIB,LS,1,Patient2,821,1945.3660885174857,945
APOE+ FIB,LS,1,Patient2,845,1970.8971881460743,946
APOE+ FIB,LS,1,Patient2,1016,2160.118162298354,947
APOE+ FIB,LS,1,Patient2,1020,2198.7510499247383,948
APOE+ FIB,LS,1,Patient2,944,2143.415382094504,949
APOE+ FIB,LS,1,Patient2,925,2175.303805199156,950
APOE+ FIB,LS,1,Patient2,850,2001.4732090550226,951
APOE+ FIB,LS,1,Patient2,966,2060.2103708607265,952
APOE+ FIB,LS,1,Patient2,498,1487.3672684350538,953
APOE+ FIB,LS,1,Patient2,816,1975.730837530355,954
APOE+ FIB,LS,1,Patient2,810,1939.9684253666858,955
APOE+ FIB,LS,1,Patient2,962,2094.183801599329,956
APOE+ FIB,LS,1,Patient2,925,2101.484372823993,957
APOE+ FIB,LS,1,Patient2,972,2185.5592166907063,958
APOE+ FIB,LS,1,Patient2,631,1666.1370130241237,959
APOE+ FIB,LS,1,Patient2,661,1782.4766134691347,960
APOE+ FIB,LS,1,Patient2,1117,2290.507077069663,961
APOE+ FIB,LS,1,Patient2,819,1934.019745122166,962
APOE+ FIB,LS,1,Patient2,595,1641.0950401694045,963
APOE+ FIB,LS,1,Patient2,968,2222.7742414310906,964
APOE+ FIB,LS,1,Patient2,806,1920.674698427979,966
APOE+ FIB,LS,1,Patient2,827,1994.0800174402495,967
APOE+ FIB,LS,1,Patient2,831,1967.5052041472966,968
APOE+ FIB,LS,1,Patient2,732,1809.0036594625929,969
APOE+ FIB,LS,1,Patient2,648,1674.049833280108,970
APOE+ FIB,LS,1,Patient2,853,2054.3240200257724,971
APOE+ FIB,LS,1,Patient2,808,1987.462522759198,972
APOE+ FIB,LS,1,Patient2,692,1846.274413537984,973
APOE+ FIB,LS,1,Patient2,859,1978.3704878380793,974
APOE+ FIB,LS,1,Patient2,677,1744.5061663189972,976
APOE+ FIB,LS,1,Patient2,996,2230.510277355579,977
APOE+ FIB,LS,1,Patient2,708,1854.9969081915679,978
APOE+ FIB,LS,1,Patient2,1009,2242.4939477880052,979
APOE+ FIB,LS,1,Patient2,985,2182.065882125757,980
APOE+ FIB,LS,1,Patient2,557,1575.4599504795299,981
APOE+ FIB,LS,1,Patient2,699,1750.9873485762578,982
APOE+ FIB,LS,1,Patient2,741,1810.0809454802832,983
APOE+ FIB,LS,1,Patient2,775,1904.8275275639726,984
APOE+ FIB,LS,1,Patient2,729,1815.575272473026,985
APOE+ FIB,LS,1,Patient2,698,1753.3449083484031,986
APOE+ FIB,LS,1,Patient2,733,1819.3940628375583,987
APOE+ FIB,LS,1,Patient2,633,1662.5422090131888,989
APOE+ FIB,LS,1,Patient2,687,1711.0533394601819,990
APOE+ FIB,LS,1,Patient2,766,1796.5703016511293,991
APOE+ FIB,LS,1,Patient2,614,1691.3164711481754,992
APOE+ FIB,LS,1,Patient2,742,1776.8066787296596,993
APOE+ FIB,LS,1,Patient2,560,1564.4253414716543,994
APOE+ FIB,LS,1,Patient2,551,1547.6281504736298,995
APOE+ FIB,LS,1,Patient2,663,1753.3036123666825,996
APOE+ FIB,LS,1,Patient2,624,1675.2926993788055,997
APOE+ FIB,LS,1,Patient2,575,1584.8245038988414,998
APOE+ FIB,LS,1,Patient2,669,1749.5914135535886,999
APOE+ FIB,LS,1,Patient2,689,1747.3226875183766,1000
APOE+ FIB,LS,1,Patient2,487,1464.947490199734,1001
APOE+ FIB,LS,1,Patient2,778,1952.0174385701644,1002
APOE+ FIB,LS,1,Patient2,431,1339.8321412299179,1003
APOE+ FIB,LS,1,Patient2,634,1686.2477781959838,1004
APOE+ FIB,LS,1,Patient2,602,1671.2047092848863,1005
APOE+ FIB,LS,1,Patient2,544,1499.3407063040663,1006
APOE+ FIB,LS,1,Patient2,665,1728.3742988051283,1007
APOE+ FIB,LS,1,Patient2,761,1865.7149479673938,1008
APOE+ FIB,LS,1,Patient2,784,1891.779729710437,1010
APOE+ FIB,LS,1,Patient2,651,1672.2859732555844,1011
APOE+ FIB,LS,1,Patient2,762,1898.9662822232701,1012
APOE+ FIB,LS,1,Patient2,718,1818.4902593489976,1013
APOE+ FIB,LS,1,Patient2,497,1454.11188342021,1014
APOE+ FIB,LS,1,Patient2,566,1607.695833400755,1015
APOE+ FIB,LS,1,Patient2,630,1666.7997484869402,1016
APOE+ FIB,LS,1,Patient2,707,1765.5471593742743,1017
APOE+ FIB,LS,1,Patient2,473,1414.65817218603,1018
APOE+ FIB,LS,1,Patient2,660,1697.3362535624804,1019
APOE+ FIB,LS,1,Patient2,620,1677.7360037878839,1020
APOE+ FIB,LS,1,Patient2,601,1601.678878427565,1021
APOE+ FIB,LS,1,Patient2,446,1366.8975592513632,1022
APOE+ FIB,LS,1,Patient2,649,1715.6853989659783,1023
APOE+ FIB,LS,1,Patient2,491,1437.1639624135491,1024
APOE+ FIB,LS,1,Patient2,743,1869.0454109581415,1027
APOE+ FIB,LS,1,Patient2,558,1551.636819161606,1028
APOE+ FIB,LS,1,Patient2,486,1420.291547510191,1030
APOE+ FIB,LS,1,Patient2,578,1549.1735674014317,1031
APOE+ FIB,LS,1,Patient2,563,1596.7144992669357,1032
APOE+ FIB,LS,1,Patient2,252,928.3189762044697,1033
APOE+ FIB,LS,1,Patient2,565,1518.035130955084,1034
APOE+ FIB,LS,1,Patient2,498,1463.0075328755581,1035
APOE+ FIB,LS,1,Patient2,471,1342.7105187191496,1036
APOE+ FIB,LS,1,Patient2,547,1500.900501312281,1037
APOE+ FIB,LS,1,Patient2,389,1249.463808150386,1039
APOE+ FIB,LS,1,Patient2,495,1407.817274283819,1040
APOE+ FIB,LS,1,Patient2,598,1630.1712853091292,1041
APOE+ FIB,LS,1,Patient2,503,1490.13551186088,1043
APOE+ FIB,LS,1,Patient2,410,1296.3068007859777,1044
APOE+ FIB,LS,1,Patient2,428,1322.5696820723942,1045
APOE+ FIB,LS,1,Patient2,492,1386.7095823536945,1047
APOE+ FIB,LS,1,Patient2,448,1355.1161902303247,1048
APOE+ FIB,LS,1,Patient2,496,1455.0036543265999,1049
APOE+ FIB,LS,1,Patient2,418,1246.8708484557515,1050
APOE+ FIB,LS,1,Patient2,517,1490.3608590479637,1051
APOE+ FIB,LS,1,Patient2,371,1190.6933365435518,1052
APOE+ FIB,LS,1,Patient2,412,1305.7656339627254,1053
APOE+ FIB,LS,1,Patient2,522,1529.2194349877361,1054
APOE+ FIB,LS,1,Patient2,498,1432.8098093159058,1055
APOE+ FIB,LS,1,Patient2,434,1327.6778699648285,1056
APOE+ FIB,LS,1,Patient2,390,1195.6758834841733,1057
APOE+ FIB,LS,1,Patient2,208,806.3100716805479,1058
APOE+ FIB,LS,1,Patient2,261,947.1353364759249,1059
APOE+ FIB,LS,1,Patient2,456,1385.5601245920022,1060
APOE+ FIB,LS,1,Patient2,320,1096.3145707858166,1061
APOE+ FIB,LS,1,Patient2,491,1468.5259900175756,1062
APOE+ FIB,LS,1,Patient2,275,978.8927037149659,1063
APOE+ FIB,LS,1,Patient2,412,1293.9111380169304,1064
APOE+ FIB,LS,1,Patient2,227,850.3803586895649,1065
APOE+ FIB,LS,1,Patient2,394,1205.6417363029454,1066
APOE+ FIB,LS,1,Patient2,242,888.3073842967473,1067
APOE+ FIB,LS,1,Patient2,161,659.8123998149713,1068
APOE+ FIB,LS,1,Patient2,324,1092.0568964106074,1069
APOE+ FIB,LS,1,Patient2,168,685.8469622682497,1070
APOE+ FIB,LS,1,Patient2,172,689.2046809251091,1072
APOE+ FIB,LS,1,Patient2,354,1137.850370885549,1073
APOE+ FIB,LS,1,Patient2,207,797.4745270970478,1074
APOE+ FIB,LS,1,Patient2,160,656.3286667793749,1075
APOE+ FIB,LS,1,Patient2,164,662.8586650096945,1076
APOE+ FIB,LS,1,Patient2,195,761.748231368592,1077
APOE+ FIB,LS,1,Patient2,153,631.4580160202071,1078
APOE+ FIB,LS,1,Patient2,122,536.208274381007,1079
APOE+ FIB,LS,1,Patient2,153,634.9917496094583,1080
APOE+ FIB,LS,1,Patient2,206,793.7055071263967,1081
APOE+ FIB,LS,1,Patient2,271,946.6675061345084,1082
APOE+ FIB,LS,1,Patient2,320,1069.7416441219807,1083
APOE+ FIB,LS,1,Patient2,177,708.8864307521468,1085
APOE+ FIB,LS,1,Patient2,228,832.5378667730423,1086
APOE+ FIB,LS,1,Patient2,263,924.471492191344,1087
APOE+ FIB,LS,1,Patient2,105,478.6532520142192,1088
APOE+ FIB,LS,1,Patient2,194,761.8436876646628,1089
APOE+ FIB,LS,1,Patient2,170,687.8754934503523,1090
APOE+ FIB,LS,1,Patient2,176,709.0070550475416,1091
APOE+ FIB,LS,1,Patient2,173,700.4041365100439,1092
APOE+ FIB,LS,1,Patient2,149,622.565606471766,1093
APOE+ FIB,LS,1,Patient2,117,515.7936296202679,1094
APOE+ FIB,LS,1,Patient2,129,554.0424333046487,1095
APOE+ FIB,LS,1,Patient2,134,574.727511893182,1096
APOE+ FIB,LS,1,Patient2,114,508.3996571880388,1097
APOE+ FIB,LS,1,Patient2,131,562.8721941785384,1098
APOE+ FIB,LS,1,Patient2,109,482.1365283056336,1099
APOE+ FIB,LS,1,Patient2,120,523.934399304609,1100
APOE+ FIB,LS,1,Patient5,4187,3969.0124466467787,1101
APOE+ FIB,LS,1,Patient5,4078,3866.3801669856,1102
APOE+ FIB,LS,3,Patient5,3745,3935.6377724878944,1103
APOE+ FIB,LS,1,Patient5,2034,2901.8762081645814,1108
APOE+ FIB,LS,1,Patient5,2106,2992.8426368264354,1110
APOE+ FIB,LS,1,Patient5,2271,3087.723954443345,1111
APOE+ FIB,LS,1,Patient5,2384,3390.0560741091563,1113
APOE+ FIB,LS,1,Patient5,2175,3297.3034220384516,1115
APOE+ FIB,LS,1,Patient5,1763,2888.9858262002617,1119
APOE+ FIB,LS,1,Patient5,1555,2623.569856802907,1121
APOE+ FIB,LS,1,Patient5,1808,2869.487218584214,1124
APOE+ FIB,LS,1,Patient5,1651,2803.42057250463,1125
APOE+ FIB,LS,1,Patient5,1590,2698.263372710472,1130
APOE+ FIB,LS,3,Patient5,1625,2802.8775434950576,1131
APOE+ FIB,LS,3,Patient5,1455,2715.350421119827,1136
APOE+ FIB,LS,1,Patient5,1525,2559.722025256278,1139
APOE+ FIB,LS,1,Patient5,1682,2773.1853405503352,1141
APOE+ FIB,LS,1,Patient5,1206,2350.604778786366,1143
APOE+ FIB,LS,3,Patient5,1456,2663.761774877448,1144
APOE+ FIB,LS,1,Patient5,1332,2383.3409195522886,1153
APOE+ FIB,LS,3,Patient5,1509,2672.1398137122565,1154
APOE+ FIB,LS,2,Patient5,1185,2202.3966145627433,1161
APOE+ FIB,LS,1,Patient5,1185,2255.9888664098808,1164
APOE+ FIB,LS,1,Patient5,1494,2556.938068071719,1165
APOE+ FIB,LS,1,Patient5,1336,2516.9606531560357,1166
APOE+ FIB,LS,1,Patient5,931,2028.7871466077684,1168
APOE+ FIB,LS,1,Patient5,1444,2587.1243121517477,1173
APOE+ FIB,LS,1,Patient5,1280,2478.621462854308,1174
APOE+ FIB,LS,1,Patient5,1114,2215.6016027155197,1177
APOE+ FIB,LS,1,Patient5,1371,2445.3490649763944,1183
APOE+ FIB,LS,2,Patient5,1123,2107.858679811171,1184
APOE+ FIB,LS,1,Patient5,1051,2105.1900924620754,1185
APOE+ FIB,LS,1,Patient5,1127,2254.9937869685346,1189
APOE+ FIB,LS,2,Patient5,1263,2312.3670764451786,1190
APOE+ FIB,LS,1,Patient5,910,2027.3599409186597,1194
APOE+ FIB,LS,3,Patient5,914,2084.200981977848,1200
APOE+ FIB,LS,1,Patient5,1075,2204.795225290173,1202
APOE+ FIB,LS,3,Patient5,938,2119.6570931389633,1208
APOE+ FIB,LS,2,Patient5,1140,2310.6415857791153,1210
APOE+ FIB,LS,1,Patient5,1167,2324.4847749011165,1213
APOE+ FIB,LS,1,Patient5,1048,2182.742238577331,1214
APOE+ FIB,LS,3,Patient5,1094,2315.434164274192,1216
APOE+ FIB,LS,2,Patient5,1079,2145.0528652339017,1218
APOE+ FIB,LS,1,Patient5,833,1957.0565256000507,1219
APOE+ FIB,LS,1,Patient5,948,2047.370900245687,1223
APOE+ FIB,LS,1,Patient5,1048,2139.4424717619518,1224
APOE+ FIB,LS,1,Patient5,1120,2336.104716648693,1225
APOE+ FIB,LS,2,Patient5,1131,2125.4182492733044,1226
APOE+ FIB,LS,1,Patient5,1166,2333.0997353254365,1227
APOE+ FIB,LS,1,Patient5,1072,2279.4806753835755,1229
APOE+ FIB,LS,1,Patient5,1030,2115.3333646245846,1230
APOE+ FIB,LS,1,Patient5,931,2152.279597433663,1231
APOE+ FIB,LS,1,Patient5,1174,2349.2144129307776,1232
APOE+ FIB,LS,1,Patient5,1162,2400.406767593447,1233
APOE+ FIB,LS,1,Patient5,915,2020.0920511140819,1241
APOE+ FIB,LS,1,Patient5,1023,2159.0053082434524,1247
APOE+ FIB,LS,1,Patient5,925,2068.26833206676,1249
APOE+ FIB,LS,1,Patient5,1047,2182.626797697254,1250
APOE+ FIB,LS,1,Patient5,901,2076.6257180058087,1251
APOE+ FIB,LS,1,Patient5,871,1957.784061158016,1252
APOE+ FIB,LS,1,Patient5,1005,2167.3932689216754,1253
APOE+ FIB,LS,2,Patient5,813,1815.0675136419798,1255
APOE+ FIB,LS,2,Patient5,857,1951.5957179952163,1258
APOE+ FIB,LS,1,Patient5,1177,2373.2574226935676,1260
APOE+ FIB,LS,1,Patient5,846,1983.1937253567846,1261
APOE+ FIB,LS,2,Patient5,939,1978.4470195323402,1262
APOE+ FIB,LS,1,Patient5,1009,2206.6984098690946,1263
APOE+ FIB,LS,1,Patient5,906,2029.3901425611525,1264
APOE+ FIB,LS,1,Patient5,909,2072.7228495200375,1266
APOE+ FIB,LS,1,Patient5,1111,2327.4029999356735,1267
APOE+ FIB,LS,1,Patient5,780,1907.0805663332214,1270
APOE+ FIB,LS,3,Patient5,591,1593.3700856813934,1274
APOE+ FIB,LS,1,Patient5,937,2102.0131326362566,1279
APOE+ FIB,LS,1,Patient5,859,1962.9418350020972,1280
APOE+ FIB,LS,1,Patient5,767,1845.8000377267804,1281
APOE+ FIB,LS,1,Patient5,815,1944.8719310379736,1284
APOE+ FIB,LS,1,Patient5,901,2085.150919959431,1285
APOE+ FIB,LS,1,Patient5,887,2055.182458678654,1289
APOE+ FIB,LS,1,Patient5,804,1924.4273731121652,1298
APOE+ FIB,LS,1,Patient5,814,1935.3727716194635,1299
APOE+ FIB,LS,1,Patient5,832,1930.2114928036237,1301
APOE+ FIB,LS,1,Patient5,678,1755.4690123955563,1305
APOE+ FIB,LS,1,Patient5,648,1665.8714435782683,1309
APOE+ FIB,LS,1,Patient5,672,1655.7249300219808,1310
APOE+ FIB,LS,1,Patient5,707,1632.576515284882,1311
APOE+ FIB,LS,1,Patient5,688,1722.5799858472603,1313
APOE+ FIB,LS,1,Patient5,632,1644.5619813888054,1314
APOE+ FIB,LS,1,Patient5,631,1689.9822256931054,1316
APOE+ FIB,LS,1,Patient5,723,1774.9110564802304,1317
APOE+ FIB,LS,1,Patient5,710,1798.4012855847675,1322
APOE+ FIB,LS,1,Patient5,759,1800.0068735764492,1323
APOE+ FIB,LS,1,Patient5,798,1938.3479545838595,1324
APOE+ FIB,LS,1,Patient5,707,1781.9654832575852,1327
APOE+ FIB,LS,1,Patient5,630,1687.0082319476496,1329
APOE+ FIB,LS,1,Patient5,537,1506.2300332206562,1331
APOE+ FIB,LS,1,Patient5,531,1534.3549310435874,1332
APOE+ FIB,LS,1,Patient5,793,1917.5389877783355,1333
APOE+ FIB,LS,1,Patient5,632,1576.1015084475944,1334
APOE+ FIB,LS,2,Patient5,646,1643.4892674568277,1335
APOE+ FIB,LS,1,Patient5,689,1736.1529417866223,1336
APOE+ FIB,LS,1,Patient5,562,1566.9612727969302,1337
APOE+ FIB,LS,1,Patient5,677,1760.1460128958017,1338
APOE+ FIB,LS,1,Patient5,685,1764.7918135747118,1339
APOE+ FIB,LS,1,Patient5,497,1444.1322211545557,1340
APOE+ FIB,LS,1,Patient5,515,1408.6192578342082,1342
APOE+ FIB,LS,3,Patient5,736,1848.0238001860682,1344
APOE+ FIB,LS,1,Patient5,822,1930.3825105814537,1345
APOE+ FIB,LS,1,Patient5,569,1586.8563932323655,1346
APOE+ FIB,LS,1,Patient5,617,1673.6287529826607,1347
APOE+ FIB,LS,1,Patient5,716,1772.3626047065752,1348
APOE+ FIB,LS,1,Patient5,561,1493.4594877468753,1349
APOE+ FIB,LS,1,Patient5,651,1668.5739024773875,1352
APOE+ FIB,LS,1,Patient5,615,1658.6072227698112,1356
APOE+ FIB,LS,2,Patient5,809,1951.1802787279623,1357
APOE+ FIB,LS,1,Patient5,637,1716.39088831176,1358
APOE+ FIB,LS,1,Patient5,598,1595.9481835508536,1359
APOE+ FIB,LS,2,Patient5,477,1385.5826667156339,1361
APOE+ FIB,LS,1,Patient5,554,1496.6149088216362,1362
APOE+ FIB,LS,1,Patient5,569,1571.148598101159,1363
APOE+ FIB,LS,1,Patient5,482,1366.5897024433673,1364
APOE+ FIB,LS,1,Patient5,421,1271.6875635017855,1365
APOE+ FIB,LS,1,Patient5,531,1478.8397617215558,1366
APOE+ FIB,LS,1,Patient5,634,1633.2144379437284,1368
APOE+ FIB,LS,1,Patient5,637,1679.249822709382,1369
APOE+ FIB,LS,1,Patient5,576,1608.3191352605788,1370
APOE+ FIB,LS,2,Patient5,736,1839.3305760402473,1372
APOE+ FIB,LS,1,Patient5,574,1595.947326477664,1373
APOE+ FIB,LS,1,Patient5,628,1643.8700158577826,1375
APOE+ FIB,LS,1,Patient5,552,1576.629406281222,1376
APOE+ FIB,LS,2,Patient5,526,1424.1868072167454,1377
APOE+ FIB,LS,1,Patient5,488,1450.9931640820405,1378
APOE+ FIB,LS,3,Patient5,619,1684.5555717559844,1379
APOE+ FIB,LS,1,Patient5,500,1432.9413790042693,1381
APOE+ FIB,LS,1,Patient5,546,1555.2663100657371,1382
APOE+ FIB,LS,2,Patient5,625,1619.5957593453631,1383
APOE+ FIB,LS,1,Patient5,531,1463.34412322155,1384
APOE+ FIB,LS,1,Patient5,641,1696.6082836190174,1388
APOE+ FIB,LS,2,Patient5,578,1545.6349313210976,1392
APOE+ FIB,LS,1,Patient5,544,1550.4401496861137,1393
APOE+ FIB,LS,1,Patient5,609,1662.905050398971,1394
APOE+ FIB,LS,1,Patient5,501,1416.7000819301456,1396
APOE+ FIB,LS,2,Patient5,564,1503.6971296585264,1397
APOE+ FIB,LS,1,Patient5,694,1779.1141675886574,1398
APOE+ FIB,LS,1,Patient5,497,1450.7059365270427,1399
APOE+ FIB,LS,1,Patient5,517,1519.0947618364175,1400
APOE+ FIB,LS,3,Patient5,506,1370.476107710371,1401
APOE+ FIB,LS,1,Patient5,552,1538.4882550620948,1404
APOE+ FIB,LS,1,Patient5,371,1169.099362328986,1405
APOE+ FIB,LS,1,Patient5,452,1341.9187080106783,1406
APOE+ FIB,LS,3,Patient5,751,1893.7065254259887,1407
APOE+ FIB,LS,1,Patient5,220,832.4630049817478,1408
APOE+ FIB,LS,1,Patient5,566,1602.2782457279427,1410
APOE+ FIB,LS,1,Patient5,622,1681.798398220205,1411
APOE+ FIB,LS,1,Patient5,491,1439.6076918927756,1412
APOE+ FIB,LS,1,Patient5,519,1502.6881567708706,1414
APOE+ FIB,LS,2,Patient5,626,1657.0918986045926,1416
APOE+ FIB,LS,1,Patient5,462,1395.2320378078473,1417
APOE+ FIB,LS,1,Patient5,531,1481.41033347817,1419
APOE+ FIB,LS,2,Patient5,470,1334.3691952746844,1420
APOE+ FIB,LS,1,Patient5,553,1544.6996172734744,1421
APOE+ FIB,LS,1,Patient5,542,1553.5485488694608,1423
APOE+ FIB,LS,2,Patient5,562,1570.9325850846055,1424
APOE+ FIB,LS,1,Patient5,413,1254.4844226691866,1425
APOE+ FIB,LS,3,Patient5,474,1353.1694079039053,1426
APOE+ FIB,LS,1,Patient5,494,1451.5686101022147,1427
APOE+ FIB,LS,1,Patient5,496,1452.4852219440127,1428
APOE+ FIB,LS,1,Patient5,456,1344.5553844263998,1429
APOE+ FIB,LS,1,Patient5,358,1168.750773688133,1430
APOE+ FIB,LS,1,Patient5,591,1614.4913651294157,1431
APOE+ FIB,LS,3,Patient5,334,1110.2078088465944,1434
APOE+ FIB,LS,2,Patient5,415,1261.3389035065745,1435
APOE+ FIB,LS,1,Patient5,343,1147.8973357724044,1436
APOE+ FIB,LS,1,Patient5,454,1318.3767993006863,1437
APOE+ FIB,LS,2,Patient5,621,1625.7043748559852,1438
APOE+ FIB,LS,2,Patient5,539,1517.1535927821392,1439
APOE+ FIB,LS,1,Patient5,517,1529.5154590176508,1440
APOE+ FIB,LS,1,Patient5,473,1403.10729845586,1441
APOE+ FIB,LS,1,Patient5,451,1359.3190361336187,1442
APOE+ FIB,LS,1,Patient5,408,1263.5877472991847,1443
APOE+ FIB,LS,2,Patient5,442,1289.2592642533277,1444
APOE+ FIB,LS,1,Patient5,493,1459.8489608261466,1445
APOE+ FIB,LS,1,Patient5,438,1342.1694140182135,1447
APOE+ FIB,LS,1,Patient5,498,1469.5956208126145,1448
APOE+ FIB,LS,1,Patient5,476,1404.2541329659332,1449
APOE+ FIB,LS,1,Patient5,253,928.8709963814188,1450
